"Year","Jurisdiction","Category","Type","Classification","Stream","Management","Fate","Tonnes","Sub-stream"
"2018-2019","Vic","Hazardous","Paints, resins, inks, organic sludges","Type","C&I","Recycling","Recycling",37742,"03 C&I core"
"2018-2019","Vic","Hazardous","Paints, resins, inks, organic sludges","Type","C&I","Treatment","Unknown",2962,"03 C&I core"
"2018-2019","Vic","Hazardous","Paints, resins, inks, organic sludges","Type","Total","Other disposal","Disposal",62,"08 Total"
"2018-2019","Vic","Hazardous","Paints, resins, inks, organic sludges","Type","Total","Recycling","Recycling",37742,"08 Total"
"2018-2019","Vic","Hazardous","Paints, resins, inks, organic sludges","Type","Total","Treatment","Unknown",2962,"08 Total"
"2018-2019","Vic","Hazardous","Pesticides","Type","C&I","Recycling","Recycling",1578,"03 C&I core"
"2018-2019","Vic","Hazardous","Pesticides","Type","C&I","Treatment","Unknown",12,"03 C&I core"
"2018-2019","Vic","Hazardous","Pesticides","Type","Total","Recycling","Recycling",1578,"08 Total"
"2018-2019","Vic","Hazardous","Pesticides","Type","Total","Treatment","Unknown",12,"08 Total"
"2018-2019","Vic","Hazardous","Plating & heat treatment","Type","C&I","Treatment","Unknown",40,"03 C&I core"
"2018-2019","Vic","Hazardous","Plating & heat treatment","Type","Total","Treatment","Unknown",40,"08 Total"
"2018-2019","Vic","Hazardous","Reactive chemicals","Type","C&I","Treatment","Unknown",63,"03 C&I core"
"2018-2019","Vic","Hazardous","Reactive chemicals","Type","Total","Treatment","Unknown",63,"08 Total"
"2018-2019","Vic","Hazardous","Tyres","Type","C&I","Energy from waste facility","Energy recovery",49883,"03 C&I core"
"2018-2019","Vic","Hazardous","Tyres","Type","C&I","Landfill","Disposal",27482,"03 C&I core"
"2018-2019","Vic","Hazardous","Tyres","Type","C&I","Other disposal","Disposal",1556,"03 C&I core"
"2018-2019","Vic","Hazardous","Tyres","Type","C&I","Recycling","Recycling",37646,"03 C&I core"
"2018-2019","Vic","Hazardous","Tyres","Type","Total","Energy from waste facility","Energy recovery",49883,"08 Total"
"2018-2019","Vic","Hazardous","Tyres","Type","Total","Landfill","Disposal",27482,"08 Total"
"2018-2019","Vic","Hazardous","Tyres","Type","Total","Other disposal","Disposal",1556,"08 Total"
"2018-2019","Vic","Hazardous","Tyres","Type","Total","Recycling","Recycling",37646,"08 Total"
"2018-2019","Vic","Masonry materials","Asphalt","Type","C&D","Recycling","Recycling",231219,"02 C&D"
"2018-2019","Vic","Masonry materials","Asphalt","Type","C&I","Recycling","Recycling",341,"03 C&I core"
"2018-2019","Vic","Masonry materials","Asphalt","Type","Total","Recycling","Recycling",231560,"08 Total"
"2018-2019","Vic","Masonry materials","Bricks","Type","C&D","Recycling","Recycling",804600,"02 C&D"
"2018-2019","Vic","Masonry materials","Bricks","Type","C&I","Recycling","Recycling",50,"03 C&I core"
"2018-2019","Vic","Masonry materials","Bricks","Type","Total","Recycling","Recycling",804650,"08 Total"
"2018-2019","Vic","Masonry materials","Concrete","Type","C&D","Recycling","Recycling",2710407,"02 C&D"
"2018-2019","Vic","Masonry materials","Concrete","Type","C&I","Recycling","Recycling",53,"03 C&I core"
"2018-2019","Vic","Masonry materials","Concrete","Type","Total","Recycling","Recycling",2710460,"08 Total"
"2018-2019","Vic","Masonry materials","Plasterboard & cement sheeting","Type","C&I","Recycling","Recycling",30319,"03 C&I core"
"2018-2019","Vic","Masonry materials","Plasterboard & cement sheeting","Type","Total","Recycling","Recycling",30319,"08 Total"
"2018-2019","Vic","Masonry materials","Rubble (incl. non-haz. foundry sands)","Type","C&D","Recycling","Recycling",2464884,"02 C&D"
"2018-2019","Vic","Masonry materials","Rubble (incl. non-haz. foundry sands)","Type","C&I","Recycling","Recycling",23495,"03 C&I core"
"2018-2019","Vic","Masonry materials","Rubble (incl. non-haz. foundry sands)","Type","MSW","Recycling","Recycling",50000,"01 MSW"
"2018-2019","Vic","Masonry materials","Rubble (incl. non-haz. foundry sands)","Type","Total","Recycling","Recycling",2538379,"08 Total"
"2018-2019","Vic","Metals","Aluminium","Type","C&D","Recycling","Recycling",9728,"02 C&D"
"2018-2019","Vic","Metals","Aluminium","Type","C&I","Recycling","Recycling",76340,"03 C&I core"
"2018-2019","Vic","Metals","Aluminium","Type","MSW","Recycling","Recycling",17095,"01 MSW"
"2018-2019","Vic","Metals","Aluminium","Type","Total","Recycling","Recycling",103163,"08 Total"
"2018-2019","Vic","Metals","Non-ferrous metals (excl. aluminium)","Type","C&D","Recycling","Recycling",16491,"02 C&D"
"2018-2019","Vic","Metals","Non-ferrous metals (excl. aluminium)","Type","C&I","Recycling","Recycling",44181,"03 C&I core"
"2018-2019","Vic","Metals","Non-ferrous metals (excl. aluminium)","Type","MSW","Recycling","Recycling",18772,"01 MSW"
"2018-2019","Vic","Metals","Non-ferrous metals (excl. aluminium)","Type","Total","Recycling","Recycling",79444,"08 Total"
"2018-2019","Vic","Metals","Steel","Type","C&D","Recycling","Recycling",147838,"02 C&D"
"2018-2019","Vic","Metals","Steel","Type","C&I","Recycling","Recycling",624325,"03 C&I core"
"2018-2019","Vic","Metals","Steel","Type","MSW","Recycling","Recycling",285343,"01 MSW"
"2018-2019","Vic","Metals","Steel","Type","Total","Recycling","Recycling",1057506,"08 Total"
"2018-2019","Vic","Organics","Food organics","Type","C&D","Landfill","Disposal",2095,"02 C&D"
"2018-2019","Vic","Organics","Food organics","Type","C&D","Landfill","Energy recovery",907,"02 C&D"
"2018-2019","Vic","Organics","Food organics","Type","C&D","Recycling","Recycling",1473,"02 C&D"
"2018-2019","Vic","Organics","Food organics","Type","C&I","Energy from waste facility","Energy recovery",31379,"03 C&I core"
"2018-2019","Vic","Organics","Food organics","Type","C&I","Landfill","Disposal",215725,"03 C&I core"
"2018-2019","Vic","Organics","Food organics","Type","C&I","Landfill","Energy recovery",93426,"03 C&I core"
"2018-2019","Vic","Organics","Food organics","Type","C&I","Recycling","Recycling",42223,"03 C&I core"
"2018-2019","Vic","Organics","Food organics","Type","MSW","Landfill","Disposal",493515,"01 MSW"
"2018-2019","Vic","Organics","Food organics","Type","MSW","Landfill","Energy recovery",213732,"01 MSW"
"2018-2019","Vic","Organics","Food organics","Type","MSW","Recycling","Recycling",46465,"01 MSW"
"2018-2019","Vic","Organics","Food organics","Type","Total","Energy from waste facility","Energy recovery",31379,"08 Total"
"2018-2019","Vic","Organics","Food organics","Type","Total","Landfill","Disposal",711335,"08 Total"
"2018-2019","Vic","Organics","Food organics","Type","Total","Landfill","Energy recovery",308065,"08 Total"
"2018-2019","Vic","Organics","Food organics","Type","Total","Recycling","Recycling",90161,"08 Total"
"2018-2019","Vic","Organics","Garden organics","Type","C&D","Landfill","Disposal",17985,"02 C&D"
"2018-2019","Vic","Organics","Garden organics","Type","C&D","Landfill","Energy recovery",3660,"02 C&D"
"2018-2019","Vic","Organics","Garden organics","Type","C&D","Recycling","Recycling",17840,"02 C&D"
"2018-2019","Vic","Organics","Garden organics","Type","C&I","Landfill","Disposal",64746,"03 C&I core"
"2018-2019","Vic","Organics","Garden organics","Type","C&I","Landfill","Energy recovery",13176,"03 C&I core"
"2018-2019","Vic","Organics","Garden organics","Type","C&I","Recycling","Recycling",15856,"03 C&I core"
"2018-2019","Vic","Organics","Garden organics","Type","MSW","Landfill","Disposal",91953,"01 MSW"
"2018-2019","Vic","Organics","Garden organics","Type","MSW","Landfill","Energy recovery",18712,"01 MSW"
"2018-2019","Vic","Organics","Garden organics","Type","MSW","Recycling","Recycling",414899,"01 MSW"
"2018-2019","Vic","Organics","Garden organics","Type","Total","Landfill","Disposal",174684,"08 Total"
"2018-2019","Vic","Organics","Garden organics","Type","Total","Landfill","Energy recovery",35548,"08 Total"
"2018-2019","Vic","Organics","Garden organics","Type","Total","Recycling","Recycling",448595,"08 Total"
"2018-2019","Vic","Organics","Other organics","Type","C&D","Landfill","Disposal",479,"02 C&D"
"2018-2019","Vic","Organics","Other organics","Type","C&D","Landfill","Energy recovery",105,"02 C&D"
"2018-2019","Vic","Organics","Other organics","Type","C&I","Landfill","Disposal",35051,"03 C&I core"
"2018-2019","Vic","Organics","Other organics","Type","C&I","Landfill","Energy recovery",7688,"03 C&I core"
"2018-2019","Vic","Organics","Other organics","Type","C&I","Recycling","Recycling",535730,"03 C&I core"
"2018-2019","Vic","Organics","Other organics","Type","MSW","Landfill","Disposal",100570,"01 MSW"
"2018-2019","Vic","Organics","Other organics","Type","MSW","Landfill","Energy recovery",22059,"01 MSW"
"2018-2019","Vic","Organics","Other organics","Type","MSW","Recycling","Recycling",48864,"01 MSW"
"2018-2019","Vic","Organics","Other organics","Type","Total","Landfill","Disposal",136100,"08 Total"
"2018-2019","Vic","Organics","Other organics","Type","Total","Landfill","Energy recovery",29852,"08 Total"
"2018-2019","Vic","Organics","Other organics","Type","Total","Recycling","Recycling",584594,"08 Total"
"2018-2019","Vic","Organics","Timber","Type","C&D","Landfill","Disposal",113761,"02 C&D"
"2018-2019","Vic","Organics","Timber","Type","C&D","Landfill","Energy recovery",4245,"02 C&D"
"2018-2019","Vic","Organics","Timber","Type","C&D","Recycling","Recycling",126320,"02 C&D"
"2018-2019","Vic","Organics","Timber","Type","C&I","Energy from waste facility","Energy recovery",25000,"03 C&I core"
"2018-2019","Vic","Organics","Timber","Type","C&I","Landfill","Disposal",289454,"03 C&I core"
"2018-2019","Vic","Organics","Timber","Type","C&I","Landfill","Energy recovery",10802,"03 C&I core"
"2018-2019","Vic","Organics","Timber","Type","C&I","Recycling","Recycling",56775,"03 C&I core"
"2018-2019","Vic","Organics","Timber","Type","MSW","Landfill","Disposal",25084,"01 MSW"
"2018-2019","Vic","Organics","Timber","Type","MSW","Landfill","Energy recovery",936,"01 MSW"
"2018-2019","Vic","Organics","Timber","Type","MSW","Recycling","Recycling",1,"01 MSW"
"2018-2019","Vic","Organics","Timber","Type","Total","Energy from waste facility","Energy recovery",25000,"08 Total"
"2018-2019","Vic","Organics","Timber","Type","Total","Landfill","Disposal",428300,"08 Total"
"2018-2019","Vic","Organics","Timber","Type","Total","Landfill","Energy recovery",15984,"08 Total"
"2018-2019","Vic","Organics","Timber","Type","Total","Recycling","Recycling",183096,"08 Total"
"2018-2019","Vic","Paper & cardboard","Cardboard","Type","C&D","Recycling","Recycling",84,"02 C&D"
"2018-2019","Vic","Paper & cardboard","Cardboard","Type","C&I","Recycling","Recycling",553024,"03 C&I core"
"2018-2019","Vic","Paper & cardboard","Cardboard","Type","Total","Recycling","Recycling",553108,"08 Total"
"2018-2019","Vic","Paper & cardboard","Newsprint & magazines","Type","C&D","Recycling","Recycling",1,"02 C&D"
"2018-2019","Vic","Paper & cardboard","Newsprint & magazines","Type","C&I","Recycling","Recycling",65196,"03 C&I core"
"2018-2019","Vic","Paper & cardboard","Newsprint & magazines","Type","MSW","Recycling","Recycling",5448,"01 MSW"
"2018-2019","Vic","Paper & cardboard","Newsprint & magazines","Type","Total","Recycling","Recycling",70645,"08 Total"
"2018-2019","Vic","Paper & cardboard","Office paper","Type","C&I","Recycling","Recycling",29099,"03 C&I core"
"2018-2019","Vic","Paper & cardboard","Office paper","Type","Total","Recycling","Recycling",29099,"08 Total"
"2018-2019","Vic","Textiles, leather & rubber (excl. tyres)","Leather & rubber (excl. tyres)","Type","C&I","Recycling","Recycling",24419,"03 C&I core"
"2018-2019","Vic","Textiles, leather & rubber (excl. tyres)","Leather & rubber (excl. tyres)","Type","Total","Recycling","Recycling",24419,"08 Total"
"2018-2019","Vic","Textiles, leather & rubber (excl. tyres)","Textiles","Type","MSW","Recycling","Recycling",572,"01 MSW"
"2018-2019","Vic","Textiles, leather & rubber (excl. tyres)","Textiles","Type","Total","Recycling","Recycling",572,"08 Total"
"2018-2019","WA","Ash","Ash","Type","C&I","Other disposal","Long-term storage",309737,"04 C&I (electricity generation)"
"2018-2019","WA","Ash","Ash","Type","C&I","Recycling","Recycling",814148,"04 C&I (electricity generation)"
"2018-2019","WA","Ash","Ash","Type","Total","Other disposal","Long-term storage",309737,"08 Total"
"2018-2019","WA","Ash","Ash","Type","Total","Recycling","Recycling",814148,"08 Total"
"2018-2019","WA","Biosolids","Biosolids","Type","C&I","Other disposal","Disposal",40844,"03 C&I core"
"2018-2019","WA","Biosolids","Biosolids","Type","C&I","Recycling","Recycling",115428,"03 C&I core"
"2018-2019","WA","Biosolids","Biosolids","Type","Total","Other disposal","Disposal",40844,"08 Total"
"2018-2019","WA","Biosolids","Biosolids","Type","Total","Recycling","Recycling",115428,"08 Total"
"2018-2019","WA","Glass","Glass","Type","C&D","Landfill","Disposal",230,"02 C&D"
"2018-2019","WA","Glass","Glass","Type","C&I","Landfill","Disposal",15893,"03 C&I core"
"2018-2019","WA","Glass","Glass","Type","C&I","Recycling","Recycling",7161,"03 C&I core"
"2018-2019","WA","Glass","Glass","Type","MSW","Landfill","Disposal",50349,"01 MSW"
"2018-2019","WA","Glass","Glass","Type","MSW","Recycling","Recycling",48686,"01 MSW"
"2018-2019","WA","Glass","Glass","Type","Total","Landfill","Disposal",66472,"08 Total"
"2018-2019","WA","Glass","Glass","Type","Total","Recycling","Recycling",55847,"08 Total"
"2018-2019","WA","Hazardous","Acids","Type","C&I","Landfill","Disposal",146,"03 C&I core"
"2018-2019","WA","Hazardous","Acids","Type","C&I","Recycling","Recycling",260,"03 C&I core"
"2018-2019","WA","Hazardous","Acids","Type","C&I","Treatment","Unknown",2573,"03 C&I core"
"2018-2019","WA","Hazardous","Acids","Type","Total","Landfill","Disposal",146,"08 Total"
"2018-2019","WA","Hazardous","Acids","Type","Total","Recycling","Recycling",260,"08 Total"
"2018-2019","WA","Hazardous","Acids","Type","Total","Treatment","Unknown",2573,"08 Total"
"2018-2019","WA","Hazardous","Alkalis","Type","C&I","Landfill","Disposal",48,"03 C&I core"
"2018-2019","WA","Hazardous","Alkalis","Type","C&I","Recycling","Recycling",106539,"03 C&I core"
"2018-2019","WA","Hazardous","Alkalis","Type","C&I","Treatment","Unknown",2379,"03 C&I core"
"2018-2019","WA","Hazardous","Alkalis","Type","Total","Landfill","Disposal",48,"08 Total"
"2018-2019","WA","Hazardous","Alkalis","Type","Total","Recycling","Recycling",106539,"08 Total"
"2018-2019","WA","Hazardous","Alkalis","Type","Total","Treatment","Unknown",2379,"08 Total"
"2018-2019","WA","Hazardous","Asbestos","Type","C&D","Landfill","Disposal",21206,"02 C&D"
"2018-2019","WA","Hazardous","Asbestos","Type","C&D","Treatment","Unknown",4,"02 C&D"
"2018-2019","WA","Hazardous","Asbestos","Type","C&I","Landfill","Disposal",18064,"03 C&I core"
"2018-2019","WA","Hazardous","Asbestos","Type","C&I","Treatment","Unknown",3,"03 C&I core"
"2018-2019","WA","Hazardous","Asbestos","Type","Total","Landfill","Disposal",39270,"08 Total"
"2018-2019","WA","Hazardous","Asbestos","Type","Total","Treatment","Unknown",6,"08 Total"
"2018-2019","WA","Hazardous","Clinical & pharmaceutical","Type","C&I","Landfill","Disposal",112,"03 C&I core"
"2018-2019","WA","Hazardous","Clinical & pharmaceutical","Type","C&I","Other disposal","Disposal",2643,"03 C&I core"
"2018-2019","WA","Hazardous","Clinical & pharmaceutical","Type","C&I","Recycling","Recycling",4,"03 C&I core"
"2018-2019","WA","Hazardous","Clinical & pharmaceutical","Type","C&I","Treatment","Unknown",1,"03 C&I core"
"2018-2019","WA","Hazardous","Clinical & pharmaceutical","Type","Total","Landfill","Disposal",112,"08 Total"
"2018-2019","WA","Hazardous","Clinical & pharmaceutical","Type","Total","Other disposal","Disposal",2643,"08 Total"
"2018-2019","WA","Hazardous","Clinical & pharmaceutical","Type","Total","Recycling","Recycling",4,"08 Total"
"2018-2019","WA","Hazardous","Clinical & pharmaceutical","Type","Total","Treatment","Unknown",1,"08 Total"
"2018-2019","WA","Hazardous","Contaminated soils","Type","C&D","Landfill","Disposal",843,"02 C&D"
"2018-2019","WA","Hazardous","Contaminated soils","Type","C&D","Recycling","Recycling",991,"02 C&D"
"2018-2019","WA","Hazardous","Contaminated soils","Type","C&D","Treatment","Unknown",1107,"02 C&D"
"2018-2019","WA","Hazardous","Contaminated soils","Type","C&I","Landfill","Disposal",328,"03 C&I core"
"2018-2019","WA","Hazardous","Contaminated soils","Type","C&I","Recycling","Recycling",385,"03 C&I core"
"2018-2019","WA","Hazardous","Contaminated soils","Type","C&I","Treatment","Unknown",430,"03 C&I core"
"2018-2019","WA","Hazardous","Contaminated soils","Type","Total","Landfill","Disposal",1171,"08 Total"
"2018-2019","WA","Hazardous","Contaminated soils","Type","Total","Recycling","Recycling",1376,"08 Total"
"2018-2019","WA","Hazardous","Contaminated soils","Type","Total","Treatment","Unknown",1537,"08 Total"
"2018-2019","WA","Hazardous","Food-derived hazardous wastes","Type","C&I","Landfill","Disposal",2208,"03 C&I core"
"2018-2019","WA","Hazardous","Food-derived hazardous wastes","Type","C&I","Recycling","Recycling",104313,"03 C&I core"
"2018-2019","WA","Hazardous","Food-derived hazardous wastes","Type","C&I","Treatment","Unknown",184,"03 C&I core"
"2018-2019","WA","Hazardous","Food-derived hazardous wastes","Type","Total","Landfill","Disposal",2208,"08 Total"
